credit_score,income,debt_to_income,age,employment_years,loan_amount,interest_rate,approved,default_risk
501,108721,0.45347922758218606,66,9,42386,12.174463138465129,1,0.8849062128456009
569,53686,0.7165535766081871,55,3,21956,2.8556174717510605,1,0.5468022676989985
570,96981,0.31121027685751446,69,2,22027,14.918318852109476,1,0.7165461317206028
755,118802,0.10431883374694194,63,24,25455,5.579368865369086,0,0.19573070460805053
761,83261,0.6348039209207863,30,22,44781,13.907553757116604,1,0.06965798249239384
551,22809,0.8781012835460421,52,26,47252,3.6604631176976525,1,0.5053552031891919
595,123265,0.5854612508708663,62,13,49555,3.6305652792216243,1,0.40170833434194614
637,61785,0.19593748714170411,62,37,10605,8.914699562603033,1,0.027776277112431302
352,56547,0.3565864738757385,23,31,15677,1.708401188665491,0,0.6965518249185955
516,62818,0.7941132917761787,46,22,21938,12.2140405668983,0,0.5949600866023295
487,120422,0.28605445940546287,35,39,48534,7.154613509352754,0,0.7612854906857175
679,91927,0.5861567227980865,37,36,48184,10.788750626939963,0,0.04044984395756633
792,85681,0.4221369666031983,47,2,20009,3.444850848944271,1,0.11458080029799342
340,99465,0.26627497713571924,38,34,35246,9.993002911006666,0,0.8335125115163147
456,109862,0.7507255148517438,39,12,33185,9.316989160923711,1,0.809912751561831
314,115527,0.6942650211725522,32,33,34295,11.579257526851212,0,0.6240304198591924
364,133221,0.6292728527674123,44,23,30519,5.163618097113588,0,0.5543638651827538
820,57333,0.289069272215001,25,0,25952,14.064318049601129,1,0.11835838112024834
643,146457,0.17828560217316003,44,11,14185,14.458214971540247,1,0.06883552926074836
428,36576,0.560927463860773,47,7,24843,13.153730557098966,1,0.5565872584709446
771,139875,0.5429422668315467,68,18,22505,9.008472726247586,1,0.1944116273370789
362,59405,0.25070800746789845,50,8,33022,6.884035789258908,0,0.4528898260823158
438,114000,0.144997355452138,35,27,21439,1.811893859979368,1,0.515520897507644
798,93779,0.16456676335518877,67,13,19660,14.261189220453854,1,0.054234294263645996
691,51601,0.894216789210187,58,26,13849,14.324938811777136,0,0.05047167858320291
718,87946,0.726867115794307,64,17,34628,1.261638369715574,1,0.2456580888733465
588,87356,0.8375899807721381,54,5,29835,5.996425652970081,1,0.5436715956603817
678,72116,0.2560437777890907,47,32,9736,13.320509155615666,0,0.22112893392283056
789,120825,0.868454829058748,40,36,40377,2.131928462554656,1,0.15159372311334357
530,144749,0.21412348117852967,61,24,8909,3.7519292739429035,0,0.5873026924322025
340,137256,0.5072654628531769,52,12,19867,14.701482435474272,1,0.4699561714488042
327,124186,0.7637565475336512,24,22,5794,12.86204336968488,1,0.4826975789871435
434,82894,0.37984268360926354,25,35,22945,13.76888891717269,0,0.5179174897987873
500,54635,0.4398628265415204,28,32,20369,2.9901618611744407,1,0.6009960087266562
332,27465,0.20254808823927828,42,20,48601,3.9584234255358295,1,0.5679495508092183
347,76754,0.1983375039991782,62,33,28807,9.475832180924487,0,0.7956674657133047
802,117975,0.5956545798229277,27,35,15856,8.024335094037788,1,0.07217713582288149
706,112850,0.6404258948960454,42,16,11795,5.179047467658684,1,0.10792105419727659
398,129765,0.7218660112657547,66,9,34385,13.373848196321449,1,0.68029646720195
846,105119,0.5453456421454028,50,22,36063,13.619440617498022,0,0.1485252877441877
761,112691,0.6166074338090447,57,1,43260,5.083576142052556,1,0.1323790703442453
304,58871,0.11081381735977605,36,34,15149,3.1805439682871572,0,0.4186643885727472
517,82874,0.22973658170975045,35,13,31669,3.0872938907843888,1,0.5079188890548888
802,97733,0.8879318128135237,25,1,31328,7.781952735487147,1,0.03360752075703227
697,49511,0.16079480505266544,23,18,42767,2.860858935618941,1,0.11438747201955904
692,100960,0.643030577808196,43,15,42965,7.6267631093331545,1,0.04855916255361241
506,68821,0.24086610642537298,30,24,8562,7.467077020038004,1,0.8230519099071981
314,85776,0.6733748686141136,25,0,38623,13.377542984879199,1,0.6084754905368446
760,138128,0.6647923223695947,43,1,47255,5.146946157200518,1,0.21452642810074732
540,90167,0.2873592478304722,35,26,41389,8.849134420973684,1,0.44925404811094694
395,95135,0.31570751937536334,38,1,9206,11.40899809997735,1,0.7262173501411525
784,64462,0.6238165708816706,45,29,38806,9.34280713069869,0,0.13722350373998077
706,81382,0.4120688310241709,28,9,42364,14.356949829721918,1,0.1847254144195025
530,110194,0.25563837575992904,51,18,25897,9.431884726996781,1,0.5389335843011182
470,123381,0.6853436790299854,41,15,19151,13.626070498581566,1,0.7587529088839922
840,52574,0.22331801946906735,22,12,9370,4.430789449552401,0,0.15950876591820967
335,122072,0.7845149313159573,42,7,29045,8.85053881891211,1,0.45579105710503603
824,61910,0.511735619241462,28,30,26700,8.606282971933162,1,0.1605679329321757
459,93531,0.18456048310344056,43,24,41215,14.852329541961169,1,0.4896133218569733
542,45186,0.6552578668247875,52,38,27234,3.8630883875877293,1,0.45553246940784575
385,114781,0.5153304316596324,28,20,20326,2.9739075771236845,1,0.675880027324243
327,42813,0.33844605743584766,24,37,42997,9.563409086825885,1,0.7103126294654265
639,98812,0.4380315041790839,50,28,7241,4.131690006648887,0,0.09235527976274603
630,105525,0.33867019486999905,39,5,35639,9.948174839104059,0,0.26141048432516145
805,98282,0.31042066859422723,43,17,45586,14.614847239273711,1,0.09907950217741579
647,129779,0.23088673667496976,38,34,44766,14.251083935564406,1,0.14636438990219172
772,38557,0.3902137065099808,49,26,26278,4.235442345015972,1,0.16074442388368637
530,48060,0.3007897650528566,43,4,47923,3.3925488749700854,1,0.8767731237104457
489,78866,0.6467475896431336,53,6,11444,8.850350020275641,0,0.65595505795521
524,92104,0.6471013929306451,67,9,8015,9.214882035124102,1,0.4698990045888552
684,120905,0.5014721940445107,38,9,19903,10.271500999329104,0,0.033352851393889035
676,104577,0.7223556219762569,64,27,44583,11.380872963815317,1,0.27761769031491834
582,26080,0.7730717752048386,53,35,33143,9.41340234940806,1,0.7814198185346029
558,33854,0.5638131659474185,27,9,9864,2.564542052075279,1,0.7034689972852652
658,142013,0.595148130210747,48,34,14676,12.06221158797227,1,0.06757740494443502
755,87695,0.32630872782909215,21,34,9234,2.113240583344764,1,0.15045094356978073
710,47025,0.8158953605644158,59,36,26340,1.2798976070406891,1,0.1886850864467114
617,72982,0.11936483553802386,54,19,23723,11.77521475256627,1,0.03898547796340652
524,61081,0.3788819755542766,59,12,13526,8.67700394209946,1,0.6921639874736023
533,24368,0.6774403372398848,39,10,11842,10.780279860211326,1,0.42234749179852554
673,119621,0.164071607736929,51,18,39626,6.358462538906382,1,0.2816006423445033
771,139181,0.24653562194263412,33,27,6207,1.1552949093428948,1,0.0907152726979351
532,47094,0.5714285822902809,44,37,22308,5.634214887834355,1,0.8435750177504607
412,66040,0.5479949371708464,25,3,10429,9.513893260923997,1,0.6088265493825392
796,86766,0.691142636904764,43,36,12591,4.159842986581536,1,0.054500521203034
741,103053,0.7500901112705375,39,18,43660,10.62926067086104,1,0.13490698860651582
567,43991,0.20286366280933532,21,36,16777,12.12161413848723,1,0.7612272647545089
809,21301,0.11470479182019365,53,13,43713,7.359737977117828,0,0.2165057057792777
685,48610,0.6517108157271249,53,30,45459,13.260098172968345,1,0.2710926118822084
686,101463,0.34111343661308735,52,27,17548,12.96743190396765,0,0.11316502998588153
412,54678,0.6007871311343629,48,35,41795,13.292811339085672,1,0.7180157685215766
380,44466,0.22043567044977977,57,37,42063,10.25451845719569,1,0.569264083071922
412,100440,0.4752320373327703,61,18,37055,5.267045995430118,1,0.817100205932192
301,60875,0.5035397968507496,32,0,17869,7.737517953202008,1,0.42755808114563626
519,46081,0.568062253098573,29,22,28863,10.947149093435279,0,0.4188603763462213
524,44354,0.5105360130644515,31,27,9661,3.9478911456760186,1,0.4508542122712966
684,113297,0.4965526161829711,53,3,49802,11.343809129563368,0,0.13877617019494462
702,38300,0.36618732318708447,39,17,23782,8.673240639302563,0,0.2718213432167542
429,84384,0.156944189054469,62,38,49910,2.3442441639698863,1,0.4358083446056735
352,115027,0.17161615743747385,54,24,6898,8.80200857800234,1,0.5530282463673237
715,141684,0.447022619525723,27,17,17919,1.934865934974766,1,0.2796036255044018
546,80892,0.3846345022567944,51,5,45068,1.2003019906527086,1,0.8010368883373955
738,55525,0.5129078437395983,22,18,7427,13.454787378701983,1,0.27344178903244615
502,46532,0.34387053540501356,39,11,39393,7.8588255624629255,1,0.853964723442718
483,26464,0.6503280731642594,58,24,15767,8.606055170564547,1,0.835419771970487
422,36562,0.7911638576076084,52,34,23420,4.919128802823737,0,0.50419218294032
700,127392,0.33909055102949415,30,0,41123,8.598426072404909,1,0.02906489824737387
593,75514,0.2543872063512229,61,4,9902,3.3641616900962585,1,0.45276752257786157
579,133428,0.19294445940327132,28,0,31850,11.43904116338335,1,0.6795441183321467
497,132564,0.59300323245665,46,7,48034,12.526888245654398,0,0.7004578699924391
810,128047,0.4550847929124555,50,38,26620,12.982260918869645,1,0.21429788055512788
443,94219,0.2504125737570312,31,17,13280,2.4931380439910207,1,0.5484168341484004
500,52634,0.6225093866334843,61,8,19954,8.8085616048271,1,0.6657506342431926
423,20060,0.21878654640422754,40,4,49764,12.32251357781646,1,0.5528140220335946
486,29269,0.5434405646783621,40,3,42729,2.795030834973436,1,0.8671597472943086
625,83143,0.5217187053002118,29,28,37800,2.393313714437073,1,0.18605215327429445
763,43065,0.6873822409488667,28,0,42466,12.437187981380292,1,0.26159325692254065
648,22895,0.14408771195253342,35,29,13887,12.154304544477117,0,0.217259331384358
702,100859,0.8102983454810643,54,0,36607,7.281703917488551,1,0.08331410733131721
645,32352,0.6623933809174556,44,2,37141,2.5359563640409073,1,0.2956286240683628
810,130179,0.2729007986790098,53,21,46484,8.225724202437323,1,0.19648061133784478
446,69737,0.24672427888779175,61,7,18335,6.5272448000653265,1,0.5379077623174966
447,124127,0.4453281713150268,61,17,11177,8.259664034616177,0,0.5539407865302266
788,116426,0.7540522636356776,65,24,46206,7.158532828358156,1,0.18478311729773556
637,52016,0.7743599945112857,60,19,8926,8.959201787472448,0,0.21589667838888474
772,81304,0.5163648737115064,47,30,48056,11.179816059186114,0,0.1889686393820357
450,31962,0.78864869014939,41,29,15154,11.84803865111202,1,0.55244113403966
714,53302,0.10435496735335247,25,15,7959,10.085750775329817,1,0.16757325764291248
597,105382,0.1281397052252773,55,1,23611,3.7851686106494977,1,0.7274195049335508
562,24011,0.8294572749093942,41,16,39161,6.559722358471668,1,0.6718100535973849
443,149716,0.7202655439087329,24,9,23407,1.997136402300103,0,0.7311167709774862
645,39782,0.4605648466003086,69,6,18025,7.323432193052401,0,0.0772700700058007
301,87691,0.7028881051823898,68,8,11064,14.584751778147917,1,0.8817249596325001
603,140654,0.8645115693787373,36,16,11639,9.98422990627415,1,0.12752845765564771
553,142017,0.7176716191050281,51,8,7478,3.1645752052889566,0,0.5609668048991923
752,59725,0.7738970670546576,46,8,12929,4.760087236856056,1,0.15437606240924018
336,29196,0.7084852651120495,55,36,37326,1.9040310482356553,1,0.4213474848283241
459,63459,0.2345688739468333,26,23,27837,3.5537944621275237,1,0.7424029345112075
308,107245,0.7668592877165894,53,38,46941,7.8297830086888895,0,0.5312576385719853
532,149613,0.25608705601936804,41,10,34974,5.827989340000858,1,0.8794651031612883
398,98863,0.8140890624353176,36,7,49183,3.855472442322734,1,0.5052223726883959
507,143206,0.4669199184648608,67,24,13418,3.0523777898799853,0,0.6647455968426854
430,139391,0.6415814018488228,59,1,22650,10.184995637680885,0,0.7677353499172122
703,121010,0.4977926783045148,54,9,39825,8.813433276219916,0,0.2666818156227119
451,52769,0.17519274353328163,62,23,19383,12.796964371008151,1,0.47823044641111323
353,127529,0.33257784609653207,35,15,48211,3.5655404001885485,1,0.8927007702485166
419,145361,0.8869854831976048,26,18,36708,12.871796438995446,0,0.8533744926588409
719,44700,0.8685718013358539,22,30,40709,9.090756415837985,1,0.13179130693091987
721,135792,0.35638951812443787,44,10,37924,4.727124715716019,1,0.23379949762925215
403,100356,0.8970374433961806,69,5,28382,4.829743967959157,1,0.8388346140167824
553,96427,0.7764409563975198,48,5,31649,6.465325462013934,1,0.6994144579565815
526,120165,0.5887675995458038,21,31,36140,7.441781033335119,1,0.8226550315586911
411,25269,0.1320996962088076,21,38,37563,2.1550711863163574,1,0.6670066789316486
809,141631,0.8211574636307036,48,12,35373,12.78798831932859,1,0.1943356838992561
772,63880,0.5459434234114559,56,2,22144,2.701574970538717,0,0.09661019562102593
398,134003,0.7947809209622156,40,34,13965,7.768437802418343,1,0.8981589624515267
452,28320,0.7675432959245939,68,37,27791,6.361555264672905,1,0.4521974200688115
637,69589,0.7664049721608689,28,16,28115,8.172019180367199,0,0.06956245059675754
462,139534,0.658539088571924,21,2,22341,13.42475523895441,0,0.5366562615610838
460,96276,0.33313211094083894,46,33,21637,14.847236757985486,1,0.5806135412988711
697,55897,0.36892820619561595,63,11,29269,1.283799217558617,0,0.29441835561725216
576,78565,0.3467753700661491,69,23,22953,6.505352044152718,0,0.5757868906920348
803,50930,0.11603679962605176,45,5,32794,12.44654743284141,1,0.0358696883148795
691,77233,0.5660551273718489,30,10,28877,5.572440323667679,1,0.11665290027713957
434,102821,0.6590669363568262,32,26,45273,10.086506462859305,0,0.7348439599861234
494,34380,0.7830927948201628,61,23,17405,14.891628852730447,1,0.46035659408076895
700,96896,0.2121323467061843,27,17,32812,10.054798043423213,1,0.14214578684881793
332,90934,0.5353465191814414,32,26,46767,2.556679286725765,1,0.8138726899733995
759,75830,0.10640651253902629,67,20,14973,12.801047397355799,1,0.07825982011983153
769,25529,0.1760749181685836,60,33,28925,14.533204122095414,0,0.03122661128232731
674,141292,0.14336939536479446,37,32,49623,10.975117898184147,0,0.06236249393127302
321,114598,0.6803824272123895,25,17,28091,6.866953397802984,1,0.6006290914272494
337,122222,0.16484765110208255,34,2,24584,14.277602454835941,0,0.5290254023739457
529,102987,0.673162385247032,54,23,44325,14.560008210688776,1,0.8954231370830064
664,69178,0.2996997635284667,68,0,14071,14.091634408988204,1,0.18803264166445974
737,26937,0.8021703685575516,37,5,10088,6.765466032341129,1,0.17531916170276132
582,141952,0.7505199906910514,55,18,21550,12.055907435563856,1,0.8908624005134644
326,59886,0.8662641739802213,21,21,7063,10.15851102647684,1,0.4077650690234397
525,69699,0.8070096123664255,56,7,32280,3.5158933223982154,1,0.6189488183647087
576,96396,0.8466635352930778,35,4,13303,8.497208623480155,1,0.6847425985306088
583,110678,0.7869939172106463,39,8,16631,11.467674127800917,1,0.41879331105582235
780,45279,0.6547055204918844,62,20,6125,13.542771863514332,0,0.034509253968770984
752,58106,0.23620732170034878,25,27,40409,13.076377185691749,0,0.012673245955161602
815,130776,0.31736601508327433,39,3,27485,3.1652190025967495,0,0.21372856479533103
846,121444,0.2701815729042185,63,23,48003,7.832465450792952,0,0.12614811352053282
491,126300,0.5828686301265645,59,7,17794,7.69576081245099,1,0.7122675434339658
348,133793,0.5028959503788811,25,16,23018,13.582318866570912,1,0.681330795505146
811,136278,0.7936639977267389,32,33,13862,1.027122327916136,1,0.030993939324709854
316,99737,0.8621382931992606,39,19,40879,11.341989526776986,1,0.5753518249055009
471,60544,0.42388791169451545,67,15,6690,9.660981231647714,1,0.8138571730685986
519,123247,0.5050804426246499,32,9,20740,13.902000624471926,0,0.6703837191181297
457,131190,0.8772130854433113,56,33,28024,7.396842904644331,1,0.5150515896618614
776,28997,0.32099115329851485,32,9,25341,10.20741149825701,0,0.2293319020231595
345,126102,0.733912620287051,38,29,14156,14.618458425901592,1,0.8927562574309346
672,105711,0.280191921868197,69,29,42214,11.414652680822723,0,0.03374750523477385
817,136045,0.6451680923402175,68,24,36053,1.9433756378167433,1,0.29120677902433645
398,60860,0.30289250211085134,63,6,15158,3.3454697136174434,1,0.5091516505901554
336,23225,0.8069867110651096,54,19,7808,12.500315441436472,1,0.7287747663408238
579,130114,0.5491823549893414,68,16,10402,5.687137573631225,0,0.5507662627990657
648,79470,0.24874691269950766,53,2,6964,10.882853548375849,1,0.27098130364605183
796,133218,0.27949534055878883,69,39,22206,10.797532266813592,1,0.27993402067580453
601,148854,0.4950793565664803,38,35,14629,14.911807327434868,0,0.22203583165747265
480,120764,0.8692816204599031,49,25,37337,7.5782181309087715,1,0.5349175002245503
398,127041,0.7157137311069236,65,9,39829,11.329653047082925,1,0.5601592867848797
415,132224,0.4906477142606761,25,33,26559,1.6825402820054327,1,0.8429611821950488
490,83656,0.3701753156497737,45,13,8865,7.476274289703239,1,0.7833692093530096
552,71880,0.5394147946787541,44,7,9294,3.613541627439833,1,0.8147936563054337
460,81078,0.6986886667428958,49,26,17965,12.768001723984476,0,0.42612609392072626
555,108646,0.72714287076224,58,9,17228,12.758716648224993,0,0.6893911027366318
622,96290,0.3596870384775558,53,14,36377,4.309101889879734,0,0.16126790872214658
427,76633,0.6769274145711017,30,36,39927,5.455992143630555,0,0.7925998195266571
317,46655,0.6262310240289489,57,21,17822,10.83468898244493,1,0.4603538406949573
622,141118,0.8672898335970352,53,30,35070,11.335722927771739,0,0.12503117562570915
587,63601,0.8448722324064118,43,1,8187,10.206842429601233,1,0.7726619104475916
454,23114,0.7315034604828616,31,30,12135,14.953724925366258,1,0.6571241779607043
789,46502,0.6787157510839428,44,13,18508,13.161564967791568,1,0.07027281964664407
685,69768,0.31923327176342065,44,9,38557,6.838824330535315,1,0.2515687409086344
403,68128,0.7767722048788267,27,29,39090,5.5776741015863704,1,0.8689048486196752
692,40028,0.4420045629706929,41,35,44441,9.355896471945126,1,0.07697019880330472
545,75565,0.31779243400483576,40,39,44884,12.446908701669054,0,0.5894840635092251
475,103123,0.40732860636277,30,14,31067,7.65480863231174,1,0.7976387704927526
338,128255,0.7687483920132063,45,13,23043,11.327696495642954,0,0.7446303733587216
776,55333,0.21890657246230802,67,30,35572,1.2682405530845935,1,0.024919345284382
837,23174,0.46492699289585804,56,28,14507,13.961761516173459,1,0.07524125671635452
707,137769,0.49388607562359177,68,26,8062,11.833686185216335,0,0.11293984881379367
824,55398,0.12930375807905553,67,20,29700,6.518661214697861,1,0.27918209006248035
805,55929,0.2565968236385323,35,8,23454,6.376172557270089,0,0.1907506807580125
335,24321,0.7613939428606852,64,19,15868,2.440415308479075,1,0.4601151130938737
319,143549,0.7646139108758085,60,34,7553,12.426152134355398,1,0.7083629241396187
620,115971,0.3339320671073984,60,14,34553,11.760813129600582,1,0.17177737585493894
811,131508,0.799917787678341,26,23,33511,9.823495905498628,1,0.27941276965469763
699,75421,0.7174263512546782,57,15,22428,2.4203906100164834,1,0.1742296983240326
770,92635,0.4343259870363275,22,35,47747,4.6727791189189904,1,0.057784476516886576
442,43760,0.6987250755240303,32,10,10957,7.424802625704657,1,0.44290873879324505
391,31360,0.869067704955845,24,7,49495,4.7236072126991635,1,0.4708631658831989
653,30313,0.4671757744522791,43,2,9578,7.075634924140651,1,0.10267102638180185
350,131806,0.2907417431627869,33,18,43389,4.163405568927132,1,0.5701866357374239
489,105998,0.8534532000401247,37,2,39734,5.894407053284234,1,0.6323769636381703
424,25801,0.5829954308506052,51,35,15548,10.132156370352787,0,0.7175384518135963
449,34130,0.18421212998434022,36,24,26353,13.493055130915732,1,0.4800035180806984
613,34271,0.5581462526853516,61,35,23634,6.390429537259553,1,0.13437358494231016
641,36075,0.500464711558639,46,10,16679,10.686715236250604,1,0.228338883071191
604,122455,0.7844711152604508,48,15,29717,2.887103209355284,0,0.29166406016893903
353,127215,0.5245561518108172,21,16,30579,8.57145168998066,1,0.7142264208669304
743,38984,0.30418594747542677,67,23,31730,13.90385915776319,1,0.21056873819299238
563,108095,0.6405152510919108,32,16,39782,1.3911012624033678,1,0.7508195557379281
352,80942,0.5340603620284642,57,19,9624,4.74580306417532,1,0.7920168114687725
304,32861,0.28643570261349793,40,21,28103,2.85490947152202,1,0.8694224266949646
402,118970,0.5589022863543263,22,5,30544,8.463700712949807,0,0.8991728971374998
495,102203,0.7572284623117489,56,6,33534,10.514994496998554,0,0.6748084967357135
649,91376,0.12285673417920835,35,13,43636,1.8089086888835306,0,0.07223630658454
346,81247,0.6046808309160894,58,10,38572,1.983981888967718,1,0.41122262548780314
568,89101,0.37966815662751363,42,11,33560,13.174808698484675,0,0.8325852367431653
669,128730,0.33413715660753934,64,4,38435,7.387264079945116,0,0.2721314195483804
405,40977,0.4140702002888891,52,4,38152,7.48132239494107,0,0.716332403500521
419,70617,0.3736181313983854,40,19,49084,14.224125529413636,1,0.449288489372115
357,77473,0.7657912853667533,56,14,24638,5.482934543709045,1,0.5429193020532282
645,106654,0.3198382486143204,53,25,41208,13.558331058459064,1,0.20039872112837975
773,108177,0.6865224184852683,35,32,21396,14.63956642406769,1,0.055822063815038236
416,92902,0.17524785618287098,66,29,45494,4.383718767106025,0,0.43730049115846525
426,112172,0.8611170979875324,23,23,48967,8.1965438889756,1,0.5589409909927519
692,35630,0.5978533097988414,49,22,31783,8.480986140603617,0,0.21527816761855
357,40056,0.6653748616356481,67,8,10403,13.126353565088895,1,0.6322365964160793
812,27382,0.3384314656755608,47,2,28838,5.254713909345502,0,0.03811713022517841
395,75739,0.4296772549664917,25,35,43919,12.172594206947807,0,0.6618460171476388
417,101685,0.279022709016781,51,6,17359,14.594103477892164,0,0.8298934645934705
787,68639,0.8460288686417792,42,21,27614,12.76471313842019,1,0.12318955304749722
536,79838,0.4904835576811022,55,13,15057,13.727963968394045,0,0.40864283548490643
571,66041,0.604358492526392,27,28,5100,10.916962148001573,1,0.48647613912015936
488,20992,0.6874176244245723,26,15,33655,13.65538064388043,1,0.5744749110744065
746,92394,0.39688487287963115,46,33,9978,3.307908894932583,1,0.030636933990891402
546,87657,0.676081323631313,21,9,47272,10.973059810582765,1,0.4390396987249625
375,47160,0.6407939918050721,39,6,15988,11.246282969600665,1,0.7550596312022408
453,65156,0.6645274670991572,27,24,19531,7.148533250991889,1,0.41654656587243655
734,71375,0.49138392016369037,56,26,44302,2.1163385430107695,1,0.08435756917480453
385,106442,0.40634990583329367,32,14,16631,9.714212447651581,0,0.7850743818568717
584,39572,0.2776657505671919,40,31,16693,1.7263312919867293,1,0.5719646682191764
519,137925,0.7597010822407143,43,27,40935,6.3536349461916934,1,0.615141029993233
368,24136,0.586680037225343,45,8,43148,6.511383205660524,1,0.8526522641337146
346,81868,0.45548175687799597,50,6,18823,14.98491511848666,1,0.43308454565964905
393,102263,0.8551967253684891,49,15,29696,5.197228472207547,1,0.6638311626050506
752,52167,0.13827105000563106,51,25,16629,12.48635513093164,1,0.062024339202440125
503,130957,0.7801375561640381,38,34,8856,1.7444035930569532,1,0.8819058357585154
517,35479,0.898066074356778,61,16,36051,8.416723795401765,1,0.796844914709129
773,139392,0.8095536887062939,39,22,6075,8.513683499784168,0,0.1607194742658535
731,51376,0.7483492684925003,24,7,25797,9.802497944722472,0,0.14059905989993696
640,24823,0.3994447947250598,21,1,48682,12.340072847459137,1,0.29230310498815093
